category,title,description,resource,region,statusWord,message
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,us-east-2,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,us-west-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,us-west-2,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ca-central-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,eu-central-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,eu-west-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,eu-west-2,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,eu-west-3,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,eu-north-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,eu-south-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-northeast-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-northeast-2,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-southeast-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-southeast-2,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-northeast-3,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-south-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,sa-east-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-east-1,OK,Region is not enabled
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,me-south-1,OK,Region is not enabled
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,af-south-1,UNKNOWN,Unable to list GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,GuardDuty No Active Findings,Ensure that GurardDuty active/current findings does not exist in your AWS account.,N/A,ap-southeast-3,OK,Region is not enabled
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,us-east-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,us-east-2,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,us-west-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,us-west-2,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ca-central-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,eu-central-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,eu-west-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,eu-west-2,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,eu-west-3,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,eu-north-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,eu-south-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-northeast-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-northeast-2,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-southeast-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-southeast-2,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-northeast-3,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-south-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,sa-east-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-east-1,OK,Region is not enabled
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,me-south-1,OK,Region is not enabled
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,af-south-1,UNKNOWN,Unable to query for GuardDuty detectors: The security token included in the request is invalid.
GuardDuty,Exported Findings Encrypted,Ensure that GuardDuty findings export is encrypted using desired KMS encryption level.,N/A,ap-southeast-3,OK,Region is not enabled
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,us-east-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,us-west-2,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,ca-central-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,sa-east-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,ap-south-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,eu-west-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,eu-central-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,eu-west-2,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,ap-southeast-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,ap-northeast-1,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,ap-southeast-2,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Volume Encryption,Ensures volume encryption on WorkSpaces for data protection.,N/A,ap-northeast-2,UNKNOWN,Unable to query for WorkSpaces information: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,us-east-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,us-west-2,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,ca-central-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,sa-east-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,ap-south-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,eu-west-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,eu-central-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,eu-west-2,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,ap-southeast-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,ap-northeast-1,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,ap-southeast-2,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,Unused WorkSpaces,Ensure that there are no unused AWS WorkSpaces instances available within your AWS account.,N/A,ap-northeast-2,UNKNOWN,Unable to query for WorkSpaces instance connection status: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,us-east-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,us-west-2,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,ca-central-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,sa-east-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,ap-south-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,eu-west-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,eu-central-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,eu-west-2,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,ap-southeast-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,ap-northeast-1,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,ap-southeast-2,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,ap-northeast-2,UNKNOWN,Unable to list Workspaces: The security token included in the request is invalid.
WorkSpaces,WorkSpaces Instance Count,Ensure that the number of Amazon WorkSpaces provisioned in your AWS account has not reached set limit.,N/A,global,OK,WorkSpaces Instance count is 0 of 50 desired threshold
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,us-east-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,us-east-2,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,us-west-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,us-west-2,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ca-central-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,eu-central-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,eu-west-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,eu-west-2,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,eu-west-3,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,eu-north-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,eu-south-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-northeast-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-northeast-2,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-southeast-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-southeast-2,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-northeast-3,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-south-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,sa-east-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-east-1,OK,Region is not enabled
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,me-south-1,OK,Region is not enabled
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,af-south-1,UNKNOWN,Unable to query for XRay encryption configuration: The security token included in the request is invalid.
XRay,XRay Encryption Enabled,Ensures CMK-based encryption is enabled for XRay traces.,N/A,ap-southeast-3,OK,Region is not enabled
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,us-east-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,us-east-2,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,us-west-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,us-west-2,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ca-central-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,eu-central-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,eu-west-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,eu-west-2,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,eu-west-3,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,eu-north-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,eu-south-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ap-northeast-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ap-northeast-2,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ap-southeast-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ap-southeast-2,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ap-northeast-3,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ap-south-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,sa-east-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,ap-east-1,OK,Region is not enabled
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,me-south-1,OK,Region is not enabled
CodeBuild,Project Artifacts Encrypted,Ensure that your AWS CodeBuild project artifacts are encrypted with desired encryption level.,N/A,af-south-1,UNKNOWN,Unable to list CodeBuild projects: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,us-east-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,us-east-2,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,us-west-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,us-west-2,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,ca-central-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,eu-central-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,eu-west-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,eu-west-2,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,eu-west-3,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,eu-north-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,eu-south-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,ap-northeast-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,ap-northeast-2,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,ap-southeast-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,ap-southeast-2,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,ap-south-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,ap-east-1,OK,Region is not enabled
CodePipeline,Pipeline Artifacts Encrypted,Ensure that AWS CodePipeline is using desired encryption level to encrypt pipeline artifacts being stored in S3.,N/A,sa-east-1,UNKNOWN,Unable to query Pipeline Artifacts: The security token included in the request is invalid.
HealthLake,HealthLake Data Store Encrypted,Ensure that AWS HealthLake Data Store is using desired encryption level.,N/A,us-east-1,UNKNOWN,Unable to query HealthLake Data Store: The security token included in the request is invalid.
HealthLake,HealthLake Data Store Encrypted,Ensure that AWS HealthLake Data Store is using desired encryption level.,N/A,us-east-2,UNKNOWN,Unable to query HealthLake Data Store: The security token included in the request is invalid.
HealthLake,HealthLake Data Store Encrypted,Ensure that AWS HealthLake Data Store is using desired encryption level.,N/A,eu-west-2,UNKNOWN,Unable to query HealthLake Data Store: Inaccessible host: `healthlake.eu-west-2.amazonaws.com' at port `undefined'. This service may not be available in the `eu-west-2' region.
